rank,sales,zip,lat,lon,city,state
1381,1107.94,50021,41.725288,-93.60475,Ankeny,IA
1382,1104.5895,14224,42.836858,-78.75557,Buffalo,NY
1383,1102.42,58103,46.860864,-96.81602,Fargo,ND
1384,1100.86,60087,42.404272,-87.86525,Waukegan,IL
1385,1099.33,48858,43.60616,-84.78306,Mount Pleasant,MI
1386,1089.87,2420,42.452895,-71.21619,Lexington,MA
1387,1086.39,6460,41.21953,-73.0554,Milford,CT
1388,1085.61,7901,40.714501,-74.3633,Summit,NJ
1389,1080.16,37064,35.893823,-86.89919,Franklin,TN
1390,1075.102,60101,41.931573,-88.00222,Addison,IL
1391,1074.17,49236,42.067837,-83.95779,Clinton,MI
1392,1072.24,7621,40.923748,-73.99879,Bergenfield,NJ
1393,1068.79,2184,42.209555,-70.99968,Braintree,MA
1394,1067.29,39180,32.292761,-90.87184,Vicksburg,MS
1395,1061.905,1453,42.526523,-71.75358,Leominster,MA
1396,1058.14,32707,28.665125,-81.31772,Casselberry,FL
1397,1035.33,95991,39.114138,-121.6196,Yuba City,CA
1398,1035.27,31707,31.568073,-84.22644,Albany,GA
1399,1029.79,50613,42.527184,-92.45609,Cedar Falls,IA
1400,1017.82,63031,38.8016,-90.33662,Florissant,MO
1401,1015.9035,77901,28.806417,-96.99356,Victoria,TX
1402,1014.17,7026,40.879858,-74.10807,Garfield,NJ
1403,1012.59,60201,42.056391,-87.69684,Evanston,IL
1404,1008.15,92020,32.7991,-116.97334,El Cajon,CA
1405,1003.421,84321,41.730637,-111.78042,Logan,UT
1406,994.21,34787,28.536794,-81.59344,Winter Garden,FL
1407,980.95,2331,41.970474,-70.701357,Duxbury,MA
1408,974.724,34210,27.455543,-82.63372,Bradenton,FL
1409,974.38,94952,38.243734,-122.69345,Petaluma,CA
1410,972.35,2863,41.889863,-71.3926,Central Falls,RI
1411,959.639,33314,26.067966,-80.22016,Fort Lauderdale,FL
1412,953.69,86001,35.279872,-111.72256,Flagstaff,AZ
1413,950.965,44060,41.688162,-81.33378,Mentor,OH
1414,945.9,6708,41.551601,-73.06262,Waterbury,CT
1415,907.53,93534,34.698696,-118.15015,Lancaster,CA
1416,907.18,2891,41.354881,-71.80387,Westerly,RI
1417,904.29,39401,31.285508,-89.2799,Hattiesburg,MS
1418,901.81,2474,42.419496,-71.15635,Arlington,MA
1419,900.746,33319,26.183628,-80.22122,Fort Lauderdale,FL
1420,890.83,7011,40.879699,-74.14263,Clifton,NJ
1421,889.5155,34769,28.24934,-81.28749,Saint Cloud,FL
1422,879.51,85023,33.638271,-112.09341,Phoenix,AZ
1423,874.76,76240,33.627942,-97.13636,Gainesville,TX
1424,866.49,37604,36.312633,-82.3802,Johnson City,TN
1425,860.69,77571,29.666781,-95.04487,La Porte,TX
1426,845.77,23434,36.735893,-76.59656,Suffolk,VA
1427,838.98,72023,34.967043,-92.03537,Cabot,AR
1428,831.52,1440,42.575355,-71.99183,Gardner,MA
1429,826.07,21114,39.012134,-76.68561,Crofton,MD
1430,817.53,6401,41.34269,-73.07446,Ansonia,CT
1431,803.82,74403,35.719962,-95.33691,Muskogee,OK
1432,803.04,6901,41.051996,-73.53903,Stamford,CT
1433,799.98,6830,41.03073,-73.62985,Greenwich,CT
1434,794.71,19601,40.348092,-75.93577,Reading,PA
1435,794.58,1580,42.364807,-71.896868,Westborough,MA
1436,793.04,6374,41.684777,-71.91911,Plainfield,CT
1437,787,75080,32.969523,-96.74093,Richardson,TX
1438,773.83,2048,42.019982,-71.2191,Mansfield,MA
1439,772.24,2908,41.839296,-71.43802,Providence,RI
1440,770.67,60103,41.977477,-88.17257,Bartlett,IL
1441,768.48,6320,41.352498,-72.10338,New London,CT
1442,751.8,55803,46.972432,-92.10105,Duluth,MN
1443,751.71,1841,42.71159,-71.16667,Lawrence,MA
1444,750.55,8002,39.932279,-75.02266,Cherry Hill,NJ
1445,742.05,1721,42.257956,-71.45886,Ashland,MA
1446,738.41,17201,39.931123,-77.66139,Chambersburg,PA
1447,733.99,78626,30.643058,-97.64713,Georgetown,TX
1448,727.5575,11714,40.740662,-73.48631,Bethpage,NY
1449,698.47,7501,40.912198,-74.16863,Paterson,NJ
1450,696.82,60187,41.858279,-88.10904,Wheaton,IL
1451,690.85,44134,41.393852,-81.70507,Cleveland,OH
1452,684.61,33407,26.750991,-80.07296,West Palm Beach,FL
1453,676.89,49455,43.607628,-86.37004,Shelby,MI
1454,666.83,7801,40.889166,-74.55462,Dover,NJ
1455,664.63,7110,40.8196,-74.15877,Nutley,NJ
1456,657.34,7008,40.582504,-74.22997,Carteret,NJ
1457,654.68,55410,44.911564,-93.31947,Minneapolis,MN
1458,630.99,59801,46.855423,-114.01229,Missoula,MT
1459,626.54,64064,38.98861,-94.36474,Lees Summit,MO
1460,623.1265,2062,42.185974,-71.20166,Norwood,MA
1461,615.68,1913,42.854423,-70.93547,Amesbury,MA
1462,614.14,27834,35.626653,-77.37896,Greenville,NC
1463,611.16,6820,41.075663,-73.48294,Darien,CT
1464,609.16,68901,40.589299,-98.38131,Hastings,NE
1465,605.18,6473,41.378447,-72.85897,North Haven,CT
1466,601.71,66044,38.983551,-95.23202,Lawrence,KS
1467,596.156,6437,41.31353,-72.69791,Guilford,CT
1468,590.9,53081,43.736145,-87.72893,Sheboygan,WI
1469,574.5,1915,42.560995,-70.8757,Beverly,MA
1470,572.64,63301,38.808583,-90.50687,Saint Charles,MO
1471,570.98,8232,39.394616,-74.52212,Pleasantville,NJ
1472,570.43,6040,41.778888,-72.52384,Manchester,CT
1473,552.57,48080,42.462036,-82.90232,Saint Clair Shores,MI
1474,551.51,45042,39.534907,-84.39324,Middletown,OH
1475,549.05,7002,40.666552,-74.11768,Bayonne,NJ
1476,526.76,1886,42.592086,-71.43754,Westford,MA
1477,525.05,3431,42.946418,-72.28616,Keene,NH
1478,516.65,6903,41.132096,-73.56423,Stamford,CT
1479,511.07,2334,42.023528,-71.132397,Easton,MA
1480,502.8,6492,41.457711,-72.81704,Wallingford,CT
1481,498.95,8109,39.949979,-75.05024,Merchantville,NJ
1482,498.28,6795,41.608196,-73.12099,Watertown,CT
1483,481.27,1060,42.324539,-72.63561,Northampton,MA
1484,476.91,3053,42.880481,-71.38205,Londonderry,NH
1485,465.9,2724,41.684152,-71.17436,Fall River,MA
1486,462.366,2532,41.751841,-70.59764,Buzzards Bay,MA
1487,453.98,1832,42.781357,-71.11023,Haverhill,MA
1488,452.93,7095,40.557104,-74.28316,Woodbridge,NJ
1489,452.68,49509,42.905877,-85.70392,Grand Rapids,MI
1490,451.89,92544,33.708843,-116.90948,Hemet,CA
1491,442.99,7086,40.769796,-74.022351,Union City,NJ
1492,435.11,80634,40.407853,-104.75498,Greeley,CO
1493,428.14,1938,42.682965,-70.84007,Ipswich,MA
1494,411.1595,7030,40.744851,-74.03294,Hoboken,NJ
1495,408.61,97123,45.491024,-122.95745,Hillsboro,OR
1496,400.14,1810,42.646942,-71.1513,Andover,MA
1497,396.15,7205,40.695552,-74.22856,Hillside,NJ
1498,389.09,1752,42.350909,-71.54753,Marlborough,MA
1499,384.21,1801,42.484545,-71.15206,Woburn,MA
1500,381.6,1106,42.050395,-72.5712,Longmeadow,MA
1501,363.57,1069,42.176401,-72.32646,Palmer,MA
1502,343,2109,42.361477,-71.05417,Boston,MA
1503,342.27,2445,42.324397,-71.13933,Brookline,MA
1504,336.48,2026,42.244609,-71.16553,Dedham,MA
1505,329.91,2138,42.379146,-71.12803,Cambridge,MA
1506,317.5275,32168,29.016897,-80.95736,New Smyrna Beach,FL
1507,316.61,2777,41.741551,-71.21433,Swansea,MA
1508,315.27,2766,41.969185,-71.1854,Norton,MA
1509,310.99,6105,41.771166,-72.70255,Hartford,CT
1510,305.62,2744,41.610754,-70.91453,New Bedford,MA
1511,305.05,2907,41.79855,-71.42449,Providence,RI
1512,303.62,6241,41.850225,-71.85749,Dayville,CT
1513,298.96,94526,37.811676,-121.98647,Danville,CA
1514,296.84,7450,40.983997,-74.11438,Ridgewood,NJ
1515,293.52,20602,38.598185,-76.90381,Waldorf,MD
1516,290.07,1001,42.07061,-72.62029,Agawam,MA
1517,285.91,2492,42.278247,-71.23388,Needham,MA
1518,284.6735,2111,42.349838,-71.06101,Boston,MA
1519,273.42,1742,42.457201,-71.37478,Concord,MA
1520,267,1510,42.418836,-71.68482,Clinton,MA
1521,265.75,2456,42.446396,-71.459405,New Town,MA
1522,262.94,2341,42.059434,-70.86205,Hanson,MA
1523,261.02,7083,40.695401,-74.26933,Union,NJ
1524,260.49,7054,40.860149,-74.4171,Parsippany,NJ
1525,259.83,1887,42.558576,-71.17031,Wilmington,MA
1526,259.75,6111,41.688899,-72.73101,Newington,CT
1527,257.9,1821,42.54805,-71.25054,Billerica,MA
1528,257.75,2035,42.061427,-71.24232,Foxboro,MA
1529,256.183,6614,41.219246,-73.13221,Stratford,CT
1530,250.75,1852,42.634112,-71.29849,Lowell,MA
1531,250.29,2861,41.881632,-71.35583,Pawtucket,RI
1532,249.32,78539,26.344128,-98.18011,Edinburg,TX
1533,241.22,7047,40.7946,-74.01963,North Bergen,NJ
1534,234.63,75043,32.854893,-96.60211,Garland,TX
1535,233.684,7001,40.578996,-74.27987,Avenel,NJ
1536,233.38,7481,40.998583,-74.1671,Wyckoff,NJ
1537,229.43,1906,42.462796,-71.0098,Saugus,MA
1538,227.87,2719,41.634152,-70.8814,Fairhaven,MA
1539,225.22,8360,39.492265,-75.01887,Vineland,NJ
1540,225.14,2351,42.119534,-70.94787,Abington,MA
1541,218.29,1301,42.605524,-72.60098,Greenfield,MA
1542,218.27,21044,39.21536,-76.87823,Columbia,MD
1543,216.87,8601,40.280531,-74.712018,Trenton,NJ
1544,215.31,6824,41.163879,-73.265744,Fairfield,CT
1545,209.33,34683,28.076744,-82.76116,Palm Harbor,FL
1546,205.53,3842,42.93569,-70.82514,Hampton,NH
1547,202.64,1095,42.12531,-72.44057,Wilbraham,MA
1548,201.377,2895,42.001731,-71.50722,Woonsocket,RI
1549,196.81,1890,42.451945,-71.14276,Winchester,MA
1550,184.74,1607,42.229543,-71.79501,Worcester,MA
1551,184.1,2148,42.428549,-71.06059,Malden,MA
1552,183.32,1420,42.578689,-71.80338,Fitchburg,MA
1553,183.08,1056,42.174893,-72.47068,Ludlow,MA
1554,182.47,2664,41.670981,-70.19797,South Yarmouth,MA
1555,177.95,1930,42.624015,-70.67552,Gloucester,MA
1556,177.67,6050,41.666049,-72.778391,New Britain,CT
1557,177.39,76903,31.468911,-100.4387,San Angelo,TX
1558,175.08,1520,42.338962,-71.84434,Holden,MA
1559,164.41,2339,42.12867,-70.85913,Hanover,MA
1560,164.22,2067,42.113749,-71.17923,Sharon,MA
1561,162.39,7480,41.102569,-74.37047,West Milford,NJ
1562,162.25,2324,41.979501,-70.97215,Bridgewater,MA
1563,162.11,7076,40.637152,-74.37493,Scotch Plains,NJ
1564,161.28,6510,41.306197,-72.92479,New Haven,CT
1565,157.87,1840,42.706941,-71.16181,Lawrence,MA
1566,154.43,7052,40.78865,-74.25541,West Orange,NJ
1567,152.84,52803,41.538582,-90.56223,Davenport,IA
1568,150.77,1007,42.278424,-72.411,Belchertown,MA
1569,149.7,2149,42.409916,-71.0522,Everett,MA
1570,144.59,2451,42.393029,-71.24771,Waltham,MA
1571,144.14,1901,42.461246,-70.946743,Lynn,MA
1572,142.24,6457,41.553672,-72.6632,Middletown,CT
1573,141.27,1028,42.066795,-72.5102,East Longmeadow,MA
1574,138.75,7080,40.580703,-74.41401,South Plainfield,NJ
1575,135.49,7940,40.75875,-74.41609,Madison,NJ
1576,128.25,1749,42.389813,-71.55791,Hudson,MA
1577,126.69,8865,40.689123,-75.17243,Phillipsburg,NJ
1578,126.62,2345,41.888198,-70.581029,Manomet,MA
1579,123.26,1757,42.149176,-71.52149,Milford,MA
1580,123.13,2364,41.993102,-70.73827,Kingston,MA
1581,122.41,1923,42.569756,-70.94322,Danvers,MA
1582,122.14,8871,40.430006,-74.417344,Sayreville,NJ
1583,111.39,1027,42.27279,-72.68677,Easthampton,MA
1584,110.58,24017,37.290886,-79.98256,Roanoke,VA
1585,109.54,7960,40.79215,-74.48559,Morristown,NJ
1586,107.56,1760,42.290763,-71.35368,Natick,MA
1587,105.44,8873,40.505253,-74.50723,Somerset,NJ
1588,104.97,2152,42.373047,-70.97803,Winthrop,MA
1589,100.08,6850,41.124546,-73.43658,Norwalk,CT
1590,98.66,1540,42.117527,-71.8657,Oxford,MA
1591,95.39,94509,37.991571,-121.80207,Antioch,CA
1592,89.99,1718,42.519739,-71.42721,Village Of Nagog Woods,MA
1593,89.335,6033,41.707932,-72.57085,Glastonbury,CT
1594,87.44,6405,41.277763,-72.80542,Branford,CT
1595,87.32,1610,42.248493,-71.80793,Worcester,MA
1596,87.01,77581,29.56218,-95.26982,Pearland,TX
1597,83.34,7065,40.607103,-74.28099,Rahway,NJ
1598,81.87,1605,42.286543,-71.78846,Worcester,MA
1599,80.58,20852,39.0509,-77.12261,Rockville,MD
1600,78.44,1570,42.047728,-71.86108,Webster,MA
1601,77.55,1108,42.084094,-72.55523,Springfield,MA
1602,71.32,6611,41.256129,-73.21227,Trumbull,CT
1603,69.57,2021,42.166776,-71.1343,Canton,MA
1604,67.47,2110,42.356532,-71.05365,Boston,MA
1605,62.03,6702,41.555846,-73.0431,Waterbury,CT
1606,60.5625,1880,42.501345,-71.07132,Wakefield,MA
1607,59.76,72762,36.186059,-94.1937,Springdale,AR
1608,58.44,2725,41.721652,-71.17482,Somerset,MA
1609,57.28,2215,42.346997,-71.10215,Boston,MA
1610,51.46,7036,40.633953,-74.25339,Linden,NJ
1611,45.63,2540,41.56105,-70.61968,Falmouth,MA
1612,44.51,2040,41.970474,-70.701357,Greenbush,MA
1613,44.08,7701,40.352953,-74.07703,Red Bank,NJ
1614,43.57,2471,42.446396,-71.459405,Watertown,MA
1615,40.02,2740,41.634754,-70.93752,New Bedford,MA
1616,36.23,2072,42.125432,-71.10627,Stoughton,MA
1617,30.65,1950,42.809891,-70.86363,Newburyport,MA
1618,27.96,55420,44.837964,-93.27657,Minneapolis,MN
1619,25.09,6226,41.714867,-72.20934,Willimantic,CT
1620,16.47,48329,42.68828,-83.38967,Waterford,MI
1621,16.02,2186,42.253074,-71.07496,Milton,MA
1622,13.53,2878,41.629413,-71.18724,Tiverton,RI
1623,10.48,2153,42.446396,-71.459405,Medford,MA
1624,8.87,6114,41.7387,-72.67889,Hartford,CT
1625,7.98,7070,40.828922,-74.11064,Rutherford,NJ
1626,6.34,7032,40.763051,-74.13718,Kearny,NJ
